Ticker,Brand_Name,event_date,prev_trading_day,actual_event_trading_day,next_trading_day,Tarrif_News,volume_before_event,volume_on_event,volume_after_event,pct_change_before_to_event,pct_change_event_to_after
HMC,honda,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1484900,948900,1066400,-36.1,12.38
HSY,hershey company,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1974900,1766100,1852080,-10.57,4.87
HSY,hershey company,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1974900,1766100,1852080,-10.57,4.87
HSY,hershey company,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",2394800,1614700,1890400,-32.57,17.07
HSY,hershey company,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1790500,2605200,1186100,45.5,-54.47
HSY,hershey company,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",2605200,1186100,1015500,-54.47,-14.38
HSY,hershey company,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1015500,2806400,2902500,176.36,3.42
HSY,hershey company,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",2256100,2591500,1543300,14.87,-40.45
HSY,hershey company,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1409400,1123000,754900,-20.32,-32.78
HSY,hershey company,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",950900,1644000,3022000,72.89,83.82
HSY,hershey company,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",2504500,2376800,1853300,-5.1,-22.03
HSY,hershey company,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",1853300,1830600,1491600,-1.22,-18.52
HSY,hershey company,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",1830600,1491600,1233900,-18.52,-17.28
HSY,hershey company,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1491600,1233900,1637600,-17.28,32.72
JNJ,johnson & johnson,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",8457800,6686900,9643101,-20.94,44.21
JNJ,johnson & johnson,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",8457800,6686900,9643101,-20.94,44.21
JNJ,johnson & johnson,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",6204200,6936200,7554500,11.8,8.91
JNJ,johnson & johnson,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",9188900,11999700,8744800,30.59,-27.12
JNJ,johnson & johnson,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",11999700,8744800,8031900,-27.12,-8.15
JNJ,johnson & johnson,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",8031900,9636900,17553800,19.98,82.15
JNJ,johnson & johnson,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",9890300,8009200,5286200,-19.02,-34
JNJ,johnson & johnson,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",7455900,7223500,6750300,-3.12,-6.55
JNJ,johnson & johnson,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",23294900,10351800,13244200,-55.56,27.94
JNJ,johnson & johnson,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",16596200,18083000,12004600,8.96,-33.61
JNJ,johnson & johnson,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",12004600,18768600,13823200,56.35,-26.35
JNJ,johnson & johnson,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",18768600,13823200,9940400,-26.35,-28.09
JNJ,johnson & johnson,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,13823200,9940400,10679600,-28.09,7.44
JPM,jpmorgan chase & co,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",7193800,8376600,4100124,16.44,-51.05
JPM,jpmorgan chase & co,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",7193800,8376600,4100124,16.44,-51.05
JPM,jpmorgan chase & co,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",6855200,8625200,7195500,25.82,-16.58
JPM,jpmorgan chase & co,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",9050900,13451900,7859600,48.62,-41.57
JPM,jpmorgan chase & co,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",13451900,7859600,9973100,-41.57,26.89
JPM,jpmorgan chase & co,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",9973100,20496100,18876000,105.51,-7.9
JPM,jpmorgan chase & co,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",18135100,16048900,16458500,-11.5,2.55
JPM,jpmorgan chase & co,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",9285100,12779300,8017200,37.63,-37.26
JPM,jpmorgan chase & co,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",8052900,7738600,17167700,-3.9,121.85
JPM,jpmorgan chase & co,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",27136867,22914400,19472500,-15.56,-15.02
JPM,jpmorgan chase & co,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",19472500,24007800,18863600,23.29,-21.43
JPM,jpmorgan chase & co,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",24007800,18863600,20277100,-21.43,7.49
JPM,jpmorgan chase & co,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,18863600,20277100,13015700,7.49,-35.81
JWN,nordstrom,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2060924,2778600,1302764,34.82,-53.11
JWN,nordstrom,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2060924,2778600,1302764,34.82,-53.11
JWN,nordstrom,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1627800,1400000,1259800,-13.99,-10.01
JWN,nordstrom,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",2260300,4316300,2493800,90.96,-42.22
JWN,nordstrom,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",4316300,2493800,3542200,-42.22,42.04
JWN,nordstrom,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",3542200,2993300,2787400,-15.5,-6.88
JWN,nordstrom,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",4773800,4497700,3755600,-5.78,-16.5
JWN,nordstrom,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1165000,1715300,1574900,47.24,-8.19
JWN,nordstrom,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",1727900,1414700,10277300,-18.13,626.46
JWN,nordstrom,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",14033700,8262000,7087100,-41.13,-14.22
JWN,nordstrom,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",7087100,12429600,6594900,75.38,-46.94
JWN,nordstrom,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",12429600,6594900,3228900,-46.94,-51.04
JWN,nordstrom,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,6594900,3228900,2469700,-51.04,-23.51
KO,the coca-cola company,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",12096800,12062900,12295674,-0.28,1.93
KO,the coca-cola company,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",12096800,12062900,12295674,-0.28,1.93
KO,the coca-cola company,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",13181200,16141100,30573000,22.46,89.41
KO,the coca-cola company,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",21713800,25404000,23931200,16.99,-5.8
KO,the coca-cola company,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",25404000,23931200,21680900,-5.8,-9.4
KO,the coca-cola company,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",21680900,28390600,25240500,30.95,-11.1
KO,the coca-cola company,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",28074600,18916500,15742600,-32.62,-16.78
KO,the coca-cola company,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",12512600,14478200,11658400,15.71,-19.48
KO,the coca-cola company,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",15304000,14595400,24948400,-4.63,70.93
KO,the coca-cola company,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",26510300,34258400,22764800,29.23,-33.55
KO,the coca-cola company,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",22764800,27908400,22237200,22.59,-20.32
KO,the coca-cola company,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",27908400,22237200,19985400,-20.32,-10.13
KO,the coca-cola company,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,22237200,19985400,13921200,-10.13,-30.34
LOGI,logitech,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1240600,2044900,994613,64.83,-51.36
LOGI,logitech,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1240600,2044900,994613,64.83,-51.36
LOGI,logitech,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",737748,498900,351300,-32.38,-29.59
LOGI,logitech,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",581400,893600,423100,53.7,-52.65
LOGI,logitech,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",893600,423100,856600,-52.65,102.46
LOGI,logitech,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",856600,824200,983400,-3.78,19.32
LOGI,logitech,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",583800,876200,542000,50.09,-38.14
LOGI,logitech,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",368900,350600,553600,-4.96,57.9
LOGI,logitech,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",555500,680100,2040900,22.43,200.09
LOGI,logitech,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",2032600,1570100,1570100,-22.75,0
LOGI,logitech,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",1570100,2580900,1554100,64.38,-39.78
LOGI,logitech,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",2580900,1554100,1059100,-39.78,-31.85
LOGI,logitech,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1554100,1059100,1575800,-31.85,48.79
LUV,southwest airlines,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",11303400,10233400,8408667,-9.47,-17.83
LUV,southwest airlines,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",11303400,10233400,8408667,-9.47,-17.83
LUV,southwest airlines,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",5575700,6129800,7407500,9.94,20.84
LUV,southwest airlines,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",8206800,11168300,10284700,36.09,-7.91
LUV,southwest airlines,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",11168300,10284700,7331200,-7.91,-28.72
LUV,southwest airlines,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",7331200,27551500,14064000,275.81,-48.95
LUV,southwest airlines,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",41148200,21629700,19469400,-47.43,-9.99
LUV,southwest airlines,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",9623500,8862400,8042400,-7.91,-9.25
LUV,southwest airlines,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",17820300,10156500,18932500,-43.01,86.41
LUV,southwest airlines,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",23116000,19196900,18255700,-16.95,-4.9
LUV,southwest airlines,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",18255700,28870300,13578200,58.14,-52.97
LUV,southwest airlines,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",28870300,13578200,13413200,-52.97,-1.22
LUV,southwest airlines,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,13578200,13413200,12189100,-1.22,-9.13
LVMUY,lvmh,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",285700,344600,22834,20.62,-93.37
LVMUY,lvmh,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",285700,344600,22834,20.62,-93.37
LVMUY,lvmh,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",260300,404400,184300,55.36,-54.43
LVMUY,lvmh,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",504900,343700,281000,-31.93,-18.24
LVMUY,lvmh,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",343700,281000,194600,-18.24,-30.75
LVMUY,lvmh,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",194600,374000,222200,92.19,-40.59
LVMUY,lvmh,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",240500,351800,385300,46.28,9.52
LVMUY,lvmh,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",333400,196600,296000,-41.03,50.56
LVMUY,lvmh,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",338300,183400,1543700,-45.79,741.71
LVMUY,lvmh,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",661700,879900,1112000,32.98,26.38
LVMUY,lvmh,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",1112000,1239600,595800,11.47,-51.94
LVMUY,lvmh,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",1239600,595800,634600,-51.94,6.51
LVMUY,lvmh,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,595800,634600,652500,6.51,2.82
MA,mastercard,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",4505100,3195500,2212342,-29.07,-30.77
MA,mastercard,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",4505100,3195500,2212342,-29.07,-30.77
MA,mastercard,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",2008300,2357700,1847800,17.4,-21.63
MA,mastercard,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",3092000,3317600,2795400,7.3,-15.74
MA,mastercard,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",3317600,2795400,3133200,-15.74,12.08
MA,mastercard,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",3133200,3161300,3892800,0.9,23.14
MA,mastercard,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",4582600,2810800,2375800,-38.66,-15.48
MA,mastercard,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",2138200,2681600,2901200,25.41,8.19
MA,mastercard,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",2714900,2993600,3442800,10.27,15.01
MA,mastercard,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",6121400,6009400,3554300,-1.83,-40.85
MA,mastercard,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",3554300,4697500,4105300,32.16,-12.61
MA,mastercard,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",4697500,4105300,3736200,-12.61,-8.99
MA,mastercard,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,4105300,3736200,3005500,-8.99,-19.56
MAR,marriott,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",1293100,1216700,1249650,-5.91,2.71
MAR,marriott,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",1293100,1216700,1249650,-5.91,2.71
MAR,marriott,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1662500,1769700,3055500,6.45,72.66
MAR,marriott,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1634700,2390100,1456000,46.21,-39.08
MAR,marriott,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",2390100,1456000,1663100,-39.08,14.22
MAR,marriott,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",1663100,2337400,2445100,40.54,4.61
MAR,marriott,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",3082500,2349800,2026600,-23.77,-13.75
MAR,marriott,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",1401100,1842200,1952900,31.48,6.01
MAR,marriott,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",1451300,1717600,3459900,18.35,101.44
MAR,marriott,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",3573900,3900200,3721100,9.13,-4.59
MAR,marriott,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",3721100,4482400,3602900,20.46,-19.62
MAR,marriott,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",4482400,3602900,2013800,-19.62,-44.11
MAR,marriott,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,3602900,2013800,1875700,-44.11,-6.86
MCD,mcdonald's,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2556500,3048800,2976168,19.26,-2.38
MCD,mcdonald's,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2556500,3048800,2976168,19.26,-2.38
MCD,mcdonald's,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",2857400,8049600,4180400,181.71,-48.07
MCD,mcdonald's,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",4371300,3954500,2325900,-9.53,-41.18
MCD,mcdonald's,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",3954500,2325900,2953000,-41.18,26.96
MCD,mcdonald's,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",2953000,7606700,4704600,157.59,-38.15
MCD,mcdonald's,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",4512500,4545300,4178600,0.73,-8.07
MCD,mcdonald's,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",2657100,2624400,3118200,-1.23,18.82
MCD,mcdonald's,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",2411200,2766000,7021600,14.71,153.85
MCD,mcdonald's,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",8829600,3500000,5561000,-60.36,58.89
MCD,mcdonald's,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",5561000,8264800,6047400,48.62,-26.83
MCD,mcdonald's,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",8264800,6047400,4439900,-26.83,-26.58
MCD,mcdonald's,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,6047400,4439900,4068300,-26.58,-8.37
MMM,3m,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",4164200,3555600,3105679,-14.62,-12.65
MMM,3m,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",4164200,3555600,3105679,-14.62,-12.65
MMM,3m,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",3356600,3531400,2187700,5.21,-38.05
MMM,3m,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",5672700,6786600,3909700,19.64,-42.39
MMM,3m,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",6786600,3909700,4492400,-42.39,14.9
MMM,3m,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",4492400,5891100,4964500,31.13,-15.73
MMM,3m,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",5818300,4196600,3295000,-27.87,-21.48
MMM,3m,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",4118100,3836700,2825300,-6.83,-26.36
MMM,3m,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",3641300,4408400,6711500,21.07,52.24
MMM,3m,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",9608100,7174700,5496800,-25.33,-23.39
